Hugo_Symbol,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum
MORC3,0.0,22.0,0.0,2.0,6.0,1.0,4.0,0.0,2.0,136.0,10.0,0.0,0.0,55.0,4.0,0.0,13.0,2.0,0.0,227.0,0.0,183
MORC4,0.0,19.0,0.0,5.0,8.0,9.0,1.0,1.0,1.0,168.0,25.0,0.0,0.0,43.0,12.0,0.0,11.0,11.0,0.0,270.0,0.0,213
MORF4L1,0.0,20.0,0.0,2.0,5.0,1.0,1.0,0.0,4.0,49.0,9.0,0.0,0.0,19.0,2.0,0.0,8.0,1.0,0.0,103.0,0.0,93
MORF4L2,0.0,18.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,50.0,5.0,1.0,0.0,17.0,0.0,1.0,4.0,0.0,0.0,96.0,0.0,90
MORN1,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,48.0,63.0,6.0,0.0,0.0,48.0,2.0,0.0,2.0,2.0,0.0,169.0,0.0,137
MORN2,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,8
MORN3,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,52.0,2.0,0.0,0.0,19.0,1.0,0.0,2.0,1.0,0.0,78.0,0.0,72
MORN4,0.0,27.0,1.0,2.0,2.0,1.0,0.0,0.0,5.0,20.0,4.0,0.0,0.0,8.0,0.0,0.0,5.0,2.0,0.0,63.0,0.0,57
MORN5,0.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,49.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,85
MOS,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,112.0,5.0,1.0,0.0,54.0,0.0,0.0,1.0,1.0,0.0,172.0,0.0,133
MOSPD1,0.0,43.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,6.0,3.0,0.0,6.0,3.0,0.0,87.0,0.0,74
MOSPD2,0.0,19.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,69.0,6.0,0.0,0.0,26.0,5.0,0.0,5.0,0.0,0.0,135.0,0.0,119
MOSPD3,0.0,16.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,38.0,3.0,0.0,0.0,27.0,1.0,0.0,2.0,0.0,0.0,93.0,0.0,84
MOV10,0.0,5.0,0.0,6.0,4.0,0.0,1.0,0.0,14.0,137.0,8.0,0.0,0.0,61.0,4.0,0.0,5.0,0.0,0.0,235.0,0.0,192
MOV10L1,0.0,3.0,0.0,0.0,8.0,2.0,1.0,0.0,39.0,220.0,23.0,0.0,0.0,120.0,8.0,0.0,10.0,2.0,0.0,412.0,0.0,300
MOXD1,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,132.0,4.0,0.0,0.0,49.0,4.0,0.0,1.0,0.0,0.0,214.0,0.0,168
MOXD2P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,0.0,18
MPC1,0.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,34.0,0.0,32
MPC2,0.0,14.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,38.0,0.0,39
MPDU1,11.0,5.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,1.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,58.0,0.0,56
MPDZ,0.0,12.0,0.0,3.0,21.0,3.0,3.0,0.0,8.0,336.0,25.0,0.0,0.0,116.0,13.0,0.0,25.0,3.0,0.0,512.0,0.0,373
MPEG1,0.0,13.0,2.0,4.0,7.0,3.0,1.0,0.0,0.0,164.0,11.0,0.0,0.0,58.0,0.0,0.0,8.0,3.0,0.0,252.0,0.0,204
MPG,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,43.0,2.0,0.0,0.0,12.0,0.0,0.0,2.0,1.0,0.0,62.0,0.0,62
MPHOSPH10,0.0,2.0,0.0,7.0,12.0,5.0,3.0,1.0,7.0,127.0,11.0,0.0,0.0,21.0,4.0,0.0,15.0,6.0,0.0,179.0,0.0,158
MPHOSPH6,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,23.0,1.0,1.0,0.0,8.0,1.0,0.0,4.0,0.0,0.0,43.0,0.0,43
MPHOSPH8,6.0,14.0,0.0,1.0,10.0,4.0,0.0,0.0,1.0,122.0,8.0,0.0,0.0,36.0,1.0,0.0,11.0,6.0,0.0,186.0,0.0,162
MPHOSPH9,0.0,10.0,0.0,16.0,3.0,5.0,0.0,0.0,2.0,129.0,17.0,0.0,0.0,44.0,7.0,1.0,5.0,5.0,0.0,224.0,0.0,192
MPI,0.0,11.0,0.0,3.0,4.0,2.0,1.0,0.0,7.0,38.0,4.0,0.0,0.0,27.0,0.0,0.0,6.0,2.0,0.0,89.0,0.0,86
MPL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,7.0,92.0,8.0,0.0,0.0,44.0,2.0,0.0,2.0,2.0,0.0,155.0,0.0,139
MPLKIP,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,32.0,0.0,32
MPND,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,51.0,2.0,0.0,0.0,28.0,0.0,0.0,4.0,0.0,0.0,88.0,0.0,81
MPO,0.0,2.0,0.0,7.0,5.0,1.0,0.0,0.0,2.0,172.0,7.0,1.0,0.0,90.0,2.0,0.0,5.0,1.0,0.0,283.0,0.0,241
MPP1,0.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,7.0,93.0,4.0,0.0,0.0,29.0,4.0,0.0,3.0,0.0,0.0,143.0,0.0,128
MPP2,0.0,21.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,129.0,5.0,3.0,0.0,33.0,1.0,0.0,5.0,0.0,0.0,194.0,0.0,164
MPP3,0.0,15.0,0.0,3.0,2.0,1.0,1.0,0.0,3.0,85.0,2.0,0.0,0.0,52.0,0.0,0.0,3.0,1.0,0.0,160.0,0.0,140
MPP4,0.0,7.0,0.0,11.0,0.0,1.0,0.0,0.0,1.0,122.0,12.0,0.0,0.0,24.0,3.0,0.0,0.0,1.0,0.0,180.0,0.0,131
MPP5,0.0,35.0,0.0,6.0,6.0,2.0,0.0,0.0,9.0,86.0,9.0,0.0,0.0,28.0,3.0,0.0,12.0,8.0,0.0,164.0,0.0,148
MPP6,0.0,6.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,124.0,11.0,1.0,0.0,33.0,2.0,0.0,7.0,3.0,0.0,175.0,0.0,149
MPP7,0.0,14.0,0.0,16.0,3.0,0.0,0.0,0.0,3.0,143.0,8.0,0.0,0.0,53.0,13.0,0.0,3.0,0.0,0.0,250.0,0.0,205
MPPE1,0.0,29.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0,51.0,2.0,0.0,0.0,23.0,1.0,0.0,1.0,2.0,0.0,113.0,0.0,96
MPPED1,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,87.0,2.0,0.0,0.0,37.0,1.0,0.0,0.0,1.0,0.0,139.0,0.0,116
MPPED2,0.0,55.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,102.0,9.0,0.0,0.0,32.0,2.0,1.0,8.0,2.0,0.0,201.0,0.0,171
MPRIP,0.0,15.0,0.0,0.0,34.0,1.0,0.0,0.0,5.0,142.0,10.0,0.0,0.0,48.0,3.0,0.0,34.0,2.0,0.0,222.0,0.0,199
MPST,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,1.0,0.0,0.0,21.0,1.0,0.0,0.0,1.0,0.0,57.0,0.0,51
MPV17,0.0,9.0,9.0,0.0,1.0,0.0,1.0,0.0,3.0,24.0,2.0,0.0,0.0,11.0,1.0,0.0,3.0,0.0,0.0,58.0,0.0,56
MPV17L,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,15.0,1.0,0.0,2.0,0.0,0.0,41.0,0.0,41
MPV17L2,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,41.0,0.0,40
MPZ,0.0,30.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,17.0,0.0,0.0,6.0,1.0,0.0,77.0,0.0,73
MPZL1,0.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,42.0,8.0,0.0,0.0,13.0,0.0,0.0,2.0,1.0,0.0,77.0,0.0,71
MPZL2,0.0,4.0,0.0,9.0,0.0,1.0,0.0,0.0,2.0,38.0,5.0,0.0,0.0,11.0,1.0,0.0,2.0,2.0,0.0,67.0,0.0,63
MPZL3,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,10.0,1.0,0.0,2.0,0.0,0.0,50.0,0.0,49
MR1,0.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,73.0,8.0,0.0,0.0,30.0,0.0,1.0,5.0,0.0,0.0,122.0,0.0,106
MRAP,16.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,20.0,33.0,1.0,0.0,0.0,18.0,1.0,0.0,4.0,0.0,0.0,96.0,0.0,82
MRAP2,0.0,10.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,65.0,3.0,0.0,0.0,25.0,1.0,0.0,3.0,2.0,0.0,106.0,0.0,94
MRAS,0.0,41.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,31.0,0.0,0.0,0.0,18.0,0.0,0.0,6.0,2.0,0.0,86.0,0.0,80
MRC1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,8.0,36.0,2.0,0.0,0.0,14.0,3.0,0.0,3.0,1.0,0.0,62.0,0.0,61
MRC1L1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,99.0,8.0,0.0,0.0,28.0,1.0,0.0,6.0,0.0,0.0,139.0,0.0,127
MRC2,0.0,31.0,0.0,0.0,7.0,3.0,0.0,0.0,24.0,210.0,19.0,0.0,0.0,139.0,8.0,0.0,14.0,4.0,0.0,423.0,0.0,320
MRE11A,0.0,9.0,0.0,4.0,10.0,4.0,0.0,0.0,14.0,116.0,18.0,0.0,0.0,28.0,5.0,0.0,11.0,5.0,0.0,192.0,0.0,155
MREG,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,30.0,6.0,0.0,0.0,8.0,1.0,0.0,2.0,0.0,0.0,51.0,0.0,49
MRFAP1,0.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,12.0,16.0,1.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,46.0,0.0,46
MRFAP1L1,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,37.0,0.0,33
MRGBP,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,12.0,2.0,0.0,10.0,2.0,0.0,66.0,0.0,63
MRGPRD,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,5.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,97
MRGPRE,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,31.0,0.0,0.0,3.0,0.0,0.0,78.0,0.0,70
MRGPRF,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,1.0,39.0,6.0,0.0,0.0,29.0,0.0,0.0,3.0,0.0,0.0,81.0,0.0,77
MRGPRG,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12
MRGPRX1,0.0,2.0,0.0,44.0,8.0,0.0,0.0,0.0,0.0,134.0,12.0,0.0,0.0,86.0,0.0,0.0,9.0,0.0,0.0,277.0,0.0,220
MRGPRX2,0.0,14.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,87.0,4.0,0.0,0.0,44.0,0.0,0.0,3.0,2.0,0.0,150.0,0.0,126
MRGPRX3,0.0,19.0,2.0,5.0,6.0,0.0,0.0,0.0,1.0,109.0,5.0,1.0,0.0,60.0,0.0,1.0,7.0,0.0,0.0,202.0,0.0,177
MRGPRX4,0.0,8.0,0.0,27.0,5.0,0.0,2.0,0.0,0.0,83.0,1.0,0.0,0.0,46.0,0.0,1.0,8.0,1.0,0.0,164.0,0.0,152
MRI1,0.0,3.0,4.0,2.0,14.0,0.0,0.0,0.0,7.0,30.0,9.0,0.0,0.0,27.0,3.0,0.0,14.0,0.0,0.0,85.0,0.0,87
MRM1,0.0,8.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,42.0,1.0,0.0,0.0,15.0,1.0,1.0,4.0,1.0,0.0,73.0,0.0,71
MRO,0.0,19.0,0.0,7.0,1.0,1.0,0.0,0.0,13.0,52.0,5.0,0.0,0.0,30.0,5.0,0.0,5.0,1.0,0.0,127.0,0.0,108
MROH1,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,37.0,65.0,3.0,0.0,0.0,37.0,2.0,0.0,8.0,0.0,0.0,149.0,0.0,131
MROH2A,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,22
MROH2B,0.0,8.0,0.0,13.0,19.0,13.0,0.0,0.0,7.0,613.0,60.0,0.0,0.0,211.0,14.0,0.0,20.0,13.0,0.0,925.0,0.0,636
MROH5,31.0,125.0,0.0,17.0,1.0,0.0,0.0,0.0,26.0,35.0,1.0,0.0,0.0,18.0,4.0,1.0,10.0,2.0,0.0,247.0,0.0,220
MROH6,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,57.0,4.0,0.0,0.0,31.0,4.0,0.0,3.0,1.0,0.0,98.0,0.0,89
MROH7,0.0,4.0,0.0,7.0,5.0,2.0,0.0,0.0,11.0,259.0,12.0,0.0,0.0,125.0,11.0,1.0,7.0,2.0,0.0,428.0,0.0,311
MROH8,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,0.0,157.0,9.0,0.0,0.0,56.0,7.0,0.0,7.0,6.0,0.0,228.0,0.0,192
MROH9,0.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,55.0,190.0,21.0,1.0,0.0,72.0,6.0,0.0,11.0,1.0,0.0,344.0,0.0,269
MRP63,0.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,1.0,0.0,6.0,2.0,0.0,49.0,0.0,53
MRPL1,0.0,10.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,57.0,7.0,0.0,0.0,23.0,1.0,0.0,4.0,1.0,0.0,111.0,0.0,92
MRPL10,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,69
MRPL11,0.0,8.0,0.0,5.0,1.0,0.0,0.0,0.0,10.0,28.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,62.0,0.0,57
MRPL12,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4
MRPL13,0.0,5.0,1.0,28.0,1.0,1.0,1.0,0.0,0.0,28.0,2.0,0.0,0.0,4.0,2.0,0.0,3.0,1.0,0.0,69.0,0.0,65
MRPL14,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0,4.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,52.0,0.0,47
MRPL15,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,35.0,4.0,0.0,0.0,15.0,1.0,0.0,3.0,0.0,0.0,58.0,0.0,60
MRPL16,0.0,7.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,7.0,1.0,1.0,3.0,0.0,0.0,61.0,0.0,61
MRPL17,0.0,5.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,16.0,2.0,0.0,0.0,8.0,3.0,2.0,3.0,0.0,0.0,42.0,0.0,39
MRPL18,0.0,10.0,0.0,12.0,0.0,0.0,1.0,0.0,6.0,27.0,3.0,0.0,0.0,12.0,2.0,1.0,1.0,0.0,0.0,73.0,0.0,65
MRPL19,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,12.0,3.0,0.0,4.0,0.0,0.0,44.0,0.0,43
MRPL2,0.0,12.0,0.0,4.0,7.0,0.0,0.0,1.0,5.0,46.0,1.0,0.0,0.0,25.0,3.0,0.0,10.0,1.0,0.0,93.0,0.0,93
MRPL20,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,23.0,0.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,52.0,0.0,48
MRPL21,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,25.0,4.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,58.0,0.0,51
MRPL22,0.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,7.0,2.0,0.0,4.0,0.0,0.0,39.0,0.0,42
MRPL23,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,15.0,1.0,0.0,1.0,0.0,0.0,52.0,0.0,47
MRPL23-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,13
MRPL24,0.0,4.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,29.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,37.0,0.0,43
MRPL27,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,11.0,17.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,55.0,0.0,49
MRPL28,0.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,26.0,4.0,0.0,0.0,17.0,0.0,0.0,2.0,1.0,0.0,59.0,0.0,58
MRPL3,0.0,16.0,0.0,2.0,3.0,0.0,0.0,0.0,15.0,45.0,2.0,0.0,0.0,22.0,5.0,0.0,6.0,1.0,0.0,103.0,0.0,96
MRPL30,0.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,50.0,0.0,50
MRPL32,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,45.0,10.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,72
MRPL33,0.0,10.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,30.0,0.0,31
MRPL34,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,24
MRPL35,0.0,41.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,29.0,3.0,0.0,0.0,14.0,0.0,0.0,5.0,1.0,0.0,87.0,0.0,79
MRPL36,0.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,41.0,0.0,37
MRPL37,0.0,14.0,2.0,11.0,1.0,2.0,2.0,0.0,0.0,59.0,0.0,0.0,0.0,22.0,1.0,0.0,3.0,4.0,0.0,107.0,0.0,103
MRPL38,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,52.0,6.0,0.0,0.0,28.0,0.0,0.0,6.0,1.0,0.0,90.0,0.0,83
MRPL39,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,52.0,4.0,0.0,0.0,22.0,2.0,0.0,3.0,0.0,0.0,86.0,0.0,81
MRPL4,0.0,8.0,0.0,4.0,1.0,0.0,0.0,0.0,23.0,37.0,3.0,0.0,0.0,25.0,2.0,0.0,1.0,0.0,0.0,102.0,0.0,83
MRPL40,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,25.0,0.0,0.0,0.0,12.0,1.0,0.0,4.0,0.0,0.0,43.0,0.0,47
MRPL41,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,32
MRPL42,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,38
MRPL43,45.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,11.0,20.0,3.0,0.0,0.0,7.0,1.0,0.0,3.0,0.0,0.0,91.0,0.0,82
MRPL44,0.0,7.0,1.0,8.0,3.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,14.0,1.0,0.0,4.0,1.0,0.0,80.0,0.0,77
MRPL45,0.0,5.0,0.0,15.0,3.0,1.0,1.0,0.0,0.0,39.0,4.0,0.0,0.0,24.0,3.0,0.0,4.0,1.0,0.0,90.0,0.0,87
MRPL45P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.0,3.0,0.0,1.0,0.0,0.0,45.0,0.0,42
MRPL46,0.0,9.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,31.0,4.0,0.0,0.0,13.0,0.0,0.0,4.0,0.0,0.0,57.0,0.0,56
MRPL47,0.0,8.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,52.0,10.0,0.0,0.0,5.0,2.0,0.0,5.0,1.0,0.0,79.0,0.0,72
MRPL48,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,20.0,2.0,0.0,0.0,6.0,2.0,0.0,3.0,0.0,0.0,35.0,0.0,35
MRPL49,0.0,9.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,37.0,0.0,32
MRPL50,0.0,14.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,0.0,53.0,0.0,54
MRPL51,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,37
MRPL52,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,28
MRPL53,0.0,10.0,0.0,35.0,1.0,1.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,78.0,0.0,74
MRPL54,0.0,11.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,53.0,0.0,51
MRPL55,2.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,24.0,3.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,54.0,0.0,54
MRPL9,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,0.0,20.0,1.0,0.0,1.0,0.0,0.0,63.0,0.0,57
MRPS10,0.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,51
MRPS11,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,26.0,3.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,57.0,0.0,54
MRPS12,0.0,12.0,1.0,15.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,60.0,0.0,56
MRPS14,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,50.0,0.0,50
MRPS15,0.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,39.0,7.0,0.0,0.0,10.0,3.0,0.0,4.0,0.0,0.0,68.0,0.0,65
MRPS16,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,36
MRPS17,0.0,16.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,45.0,4.0,0.0,0.0,26.0,1.0,0.0,5.0,1.0,0.0,94.0,0.0,85
MRPS18A,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,43.0,0.0,41
MRPS18B,0.0,6.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,33.0,2.0,0.0,0.0,20.0,2.0,0.0,4.0,0.0,0.0,68.0,0.0,67
MRPS18C,0.0,9.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,19.0,3.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,52.0,0.0,49
MRPS2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,42.0,3.0,0.0,0.0,33.0,3.0,0.0,0.0,0.0,0.0,99.0,0.0,82
MRPS21,0.0,14.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,58.0,0.0,53
MRPS22,0.0,3.0,0.0,12.0,5.0,1.0,0.0,0.0,1.0,55.0,4.0,0.0,0.0,13.0,1.0,0.0,6.0,2.0,0.0,87.0,0.0,88
MRPS23,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,44
MRPS24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,33
MRPS25,0.0,21.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,26.0,4.0,0.0,0.0,7.0,2.0,0.0,6.0,0.0,0.0,59.0,0.0,54
MRPS26,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,35
MRPS27,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,55.0,4.0,0.0,0.0,20.0,3.0,0.0,3.0,0.0,0.0,108.0,0.0,92
